Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"390,316.80",0.00,"390,316.80","13,920.00",28.04
WMK,WEIS MARKETS INC,Consumer Staples,Equity,"389,100.72",0.00,"389,100.72","4,776.00",81.47
CAR,AVIS BUDGET GROUP INC,Industrials,Equity,"387,162.81",0.00,"387,162.81","5,463.00",70.87
UPWK,UPWORK INC,Industrials,Equity,"387,488.40",0.00,"387,488.40","30,680.00",12.63
MTRN,MATERION CORP,Materials,Equity,"387,746.28",0.00,"387,746.28","5,058.00",76.66
LNN,LINDSAY CORP,Industrials,Equity,"386,029.74",0.00,"386,029.74","3,126.00",123.49
ATRC,ATRICURE INC,Health Care,Equity,"384,204.52",0.00,"384,204.52","12,143.00",31.64
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,"384,351.66",0.00,"384,351.66","55,462.00",6.93
NTST,NETSTREIT CORP,Real Estate,Equity,"382,795.08",0.00,"382,795.08","25,418.00",15.06
MNKD,MANNKIND CORP,Health Care,Equity,"382,800.00",0.00,"382,800.00","82,500.00",4.64
KN,KNOWLES CORP,Information Technology,Equity,"382,868.70",0.00,"382,868.70","26,314.00",14.55
AVDX,AVIDXCHANGE HOLDINGS INC,Financials,Equity,"381,991.68",0.00,"381,991.68","50,528.00",7.56
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,Equity,"382,343.70",0.00,"382,343.70","7,851.00",48.70
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,Equity,"379,980.90",0.00,"379,980.90","10,998.00",34.55
CABO,CABLE ONE INC,Communication,Equity,"380,467.78",0.00,"380,467.78","1,463.00",260.06
DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication,Equity,"377,942.06",0.00,"377,942.06","20,114.00",18.79
VSCO,VICTORIA S SECRET,Consumer Discretionary,Equity,"376,162.15",0.00,"376,162.15","21,385.00",17.59
PRM,PERIMETER SOLUTIONS INC,Materials,Equity,"376,457.00",0.00,"376,457.00","38,810.00",9.70
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,Equity,"374,645.64",0.00,"374,645.64","13,917.00",26.92
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,"374,863.58",0.00,"374,863.58","10,738.00",34.91
SBCF,SEACOAST BANKING OF FLORIDA,Financials,Equity,"375,270.50",0.00,"375,270.50","17,050.00",22.01
GO,GROCERY OUTLET HOLDING CORP,Consumer Staples,Equity,"375,286.10",0.00,"375,286.10","26,410.00",14.21
IESC,IES INC,Industrials,Equity,"373,243.56",0.00,"373,243.56","2,066.00",180.66
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,Equity,"373,556.25",0.00,"373,556.25","32,625.00",11.45
INFA,INFORMATICA INC CLASS A,Information Technology,Equity,"374,363.82",0.00,"374,363.82","21,778.00",17.19
KWR,QUAKER HOUGHTON CORP,Materials,Equity,"371,968.88",0.00,"371,968.88","3,578.00",103.96
QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Equity,"372,215.87",0.00,"372,215.87","98,731.00",3.77
SDRL,SEADRILL LTD,Energy,Equity,"372,607.42",0.00,"372,607.42","19,883.00",18.74
LMND,LEMONADE INC,Financials,Equity,"369,430.39",0.00,"369,430.39","14,149.00",26.11
SLNO,SOLENO THERAPEUTICS INC,Health Care,Equity,"369,675.60",0.00,"369,675.60","5,880.00",62.87
ANDE,ANDERSONS INC,Consumer Staples,Equity,"369,754.90",0.00,"369,754.90","9,913.00",37.30
MCY,MERCURY GENERAL CORP,Financials,Equity,"370,041.81",0.00,"370,041.81","7,093.00",52.17
VRE,VERIS RESIDENTIAL INC,Real Estate,Equity,"367,971.90",0.00,"367,971.90","24,369.00",15.10
WOR,WORTHINGTON ENTERPRISES INC,Industrials,Equity,"366,319.62",0.00,"366,319.62","7,866.00",46.57
DAN,DANA INCORPORATED INC,Consumer Discretionary,Equity,"365,342.47",0.00,"365,342.47","34,369.00",10.63
CRI,CARTERS INC,Consumer Discretionary,Equity,"365,480.80",0.00,"365,480.80","9,910.00",36.88
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,"365,936.61",0.00,"365,936.61","11,947.00",30.63
VYX,NCR VOYIX CORP,Information Technology,Equity,"364,341.15",0.00,"364,341.15","44,595.00",8.17
OMCL,OMNICELL INC,Health Care,Equity,"362,983.32",0.00,"362,983.32","11,679.00",31.08
TVTX,TRAVERE THERAPEUTICS INC,Health Care,Equity,"361,747.84",0.00,"361,747.84","26,816.00",13.49
BEAM,BEAM THERAPEUTICS INC,Health Care,Equity,"359,546.88",0.00,"359,546.88","24,576.00",14.63
ATSG,AIR TRANSPORT SERVICES GROUP INC,Industrials,Equity,"358,128.88",0.00,"358,128.88","15,931.00",22.48
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,"356,800.92",0.00,"356,800.92","8,758.00",40.74
HCI,HCI GROUP INC,Financials,Equity,"356,990.00",0.00,"356,990.00","2,462.00",145.00
ELME,ELME,Real Estate,Equity,"357,093.40",0.00,"357,093.40","23,966.00",14.90
UPBD,UPBOUND GROUP INC,Consumer Discretionary,Equity,"355,087.08",0.00,"355,087.08","16,508.00",21.51
JOE,ST JOE,Real Estate,Equity,"353,230.55",0.00,"353,230.55","8,485.00",41.63
JBGS,JBG SMITH PROPERTIES,Real Estate,Equity,"353,677.83",0.00,"353,677.83","23,469.00",15.07
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Equity,"353,709.72",0.00,"353,709.72","46,787.00",7.56
QBTS,D WAVE QUANTUM INC,Information Technology,Equity,"351,820.80",0.00,"351,820.80","48,864.00",7.20
UVV,UNIVERSAL CORP,Consumer Staples,Equity,"352,266.18",0.00,"352,266.18","6,706.00",52.53
ANIP,ANI PHARMACEUTICALS INC,Health Care,Equity,"350,866.56",0.00,"350,866.56","5,388.00",65.12
MLKN,MILLERKNOLL INC,Industrials,Equity,"350,992.40",0.00,"350,992.40","21,208.00",16.55
TPB,TURNING POINT BRANDS INC,Consumer Staples,Equity,"347,644.50",0.00,"347,644.50","6,153.00",56.50
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,"348,121.16",0.00,"348,121.16","11,474.00",30.34
RPD,RAPID7 INC,Information Technology,Equity,"348,403.77",0.00,"348,403.77","15,301.00",22.77
BTU,PEABODY ENERGY CORP,Energy,Equity,"345,895.23",0.00,"345,895.23","30,801.00",11.23
AS,AMER SPORTS INC,Consumer Discretionary,Equity,"346,799.40",0.00,"346,799.40","15,735.00",22.04
ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care,Equity,"344,609.98",0.00,"344,609.98","31,018.00",11.11
IDYA,IDEAYA BIOSCIENCES INC,Health Care,Equity,"345,426.08",0.00,"345,426.08","21,904.00",15.77
WABC,WESTAMERICA BANCORPORATION,Financials,Equity,"343,435.12",0.00,"343,435.12","7,763.00",44.24
GBX,GREENBRIER INC,Industrials,Equity,"342,289.09",0.00,"342,289.09","8,437.00",40.57
STEL,STELLAR BANCORP INC,Financials,Equity,"342,363.00",0.00,"342,363.00","13,700.00",24.99
NNI,NELNET INC CLASS A,Financials,Equity,"340,394.88",0.00,"340,394.88","3,268.00",104.16
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,"340,542.59",0.00,"340,542.59","41,479.00",8.21
LGIH,LGI HOMES INC,Consumer Discretionary,Equity,"340,777.11",0.00,"340,777.11","6,007.00",56.73
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care,Equity,"339,062.88",0.00,"339,062.88","19,464.00",17.42
TRUP,TRUPANION INC,Financials,Equity,"339,523.73",0.00,"339,523.73","9,709.00",34.97
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,Equity,"337,559.25",0.00,"337,559.25","14,225.00",23.73
SMR,NUSCALE POWER CORP CLASS A,Industrials,Equity,"336,307.95",0.00,"336,307.95","22,647.00",14.85
AMR,ALPHA METALLURGICAL RESOURCE INC,Materials,Equity,"336,754.44",0.00,"336,754.44","3,047.00",110.52
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,"337,124.71",0.00,"337,124.71","11,629.00",28.99
LLYVA,LIBERTY MEDIA LIBERTY LIVE CORP SE,Communication,Equity,"337,453.61",0.00,"337,453.61","5,057.00",66.73
DDS,DILLARDS INC CLASS A,Consumer Discretionary,Equity,"334,857.60",0.00,"334,857.60","1,057.00",316.80
CODI,COMPASS DIVERSIFIED,Financials,Equity,"334,880.48",0.00,"334,880.48","20,432.00",16.39
BLBD,BLUE BIRD CORP,Industrials,Equity,"334,884.80",0.00,"334,884.80","9,952.00",33.65
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Equity,"335,148.12",0.00,"335,148.12","14,922.00",22.46
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"335,382.40",0.00,"335,382.40","9,952.00",33.70
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,"335,863.39",0.00,"335,863.39","48,187.00",6.97
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Equity,"336,093.36",0.00,"336,093.36","14,437.00",23.28
MGNI,MAGNITE INC,Communication,Equity,"333,556.04",0.00,"333,556.04","34,246.00",9.74
ADEA,ADEIA INC,Information Technology,Equity,"333,667.93",0.00,"333,667.93","28,253.00",11.81
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,Equity,"334,588.80",0.00,"334,588.80","24,895.00",13.44
NIC,NICOLET BANKSHARES INC,Financials,Equity,"332,136.00",0.00,"332,136.00","3,295.00",100.80
APGE,APOGEE THERAPEUTICS INC,Health Care,Equity,"332,184.30",0.00,"332,184.30","11,095.00",29.94
NTCT,NETSCOUT SYSTEMS INC,Information Technology,Equity,"333,379.18",0.00,"333,379.18","16,694.00",19.97
CRGY,CRESCENT ENERGY CLASS A,Energy,Equity,"331,370.57",0.00,"331,370.57","44,599.00",7.43
TNC,TENNANT,Industrials,Equity,"331,583.54",0.00,"331,583.54","4,661.00",71.14
KLG,WK KELLOGG,Consumer Staples,Equity,"329,907.24",0.00,"329,907.24","17,511.00",18.84
IMAX,IMAX CORP,Communication,Equity,"330,383.91",0.00,"330,383.91","14,997.00",22.03
INSW,INTERNATIONAL SEAWAYS INC,Energy,Equity,"330,713.50",0.00,"330,713.50","10,790.00",30.65
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,"330,720.64",0.00,"330,720.64","11,948.00",27.68
EVRI,EVERI HOLDINGS INC,Consumer Discretionary,Equity,"328,738.80",0.00,"328,738.80","24,315.00",13.52
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"328,748.35",0.00,"328,748.35","23,135.00",14.21
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Equity,"326,176.00",0.00,"326,176.00","20,386.00",16.00
RUN,SUNRUN INC,Industrials,Equity,"326,337.57",0.00,"326,337.57","54,119.00",6.03
QCRH,QCR HOLDINGS INC,Financials,Equity,"326,412.99",0.00,"326,412.99","5,101.00",63.99
NEOG,NEOGEN CORP,Health Care,Equity,"324,293.63",0.00,"324,293.63","57,601.00",5.63
GEF,GREIF INC CLASS A,Materials,Equity,"324,385.70",0.00,"324,385.70","6,373.00",50.90
CUBI,CUSTOMERS BANCORP INC,Financials,Equity,"324,434.88",0.00,"324,434.88","7,392.00",43.89
FBNC,FIRST BANCORP,Financials,Equity,"324,473.22",0.00,"324,473.22","8,919.00",36.38
TDOC,TELADOC HEALTH INC,Health Care,Equity,"324,923.96",0.00,"324,923.96","44,879.00",7.24
APOG,APOGEE ENTERPRISES INC,Industrials,Equity,"325,020.96",0.00,"325,020.96","7,029.00",46.24
CORZ,CORE SCIENTIFIC INC,Information Technology,Equity,"325,041.20",0.00,"325,041.20","47,660.00",6.82
MSEX,MIDDLESEX WATER,Utilities,Equity,"323,742.39",0.00,"323,742.39","5,253.00",61.63
VSTS,VESTIS CORP,Industrials,Equity,"321,706.86",0.00,"321,706.86","40,774.00",7.89
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Equity,"321,717.35",0.00,"321,717.35","40,265.00",7.99
RLJ,RLJ LODGING TRUST REIT,Real Estate,Equity,"319,948.20",0.00,"319,948.20","47,190.00",6.78
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,"320,483.10",0.00,"320,483.10","3,535.00",90.66
KGS,KODIAK GAS SERVICES INC,Energy,Equity,"321,007.86",0.00,"321,007.86","9,963.00",32.22
WT,WISDOMTREE INC,Financials,Equity,"321,164.10",0.00,"321,164.10","40,398.00",7.95
TRIP,TRIPADVISOR INC,Communication,Equity,"318,901.44",0.00,"318,901.44","27,876.00",11.44
INVA,INNOVIVA INC,Health Care,Equity,"319,428.00",0.00,"319,428.00","18,680.00",17.10
UI,UBIQUITI INC,Information Technology,Equity,"319,522.84",0.00,"319,522.84","1,066.00",299.74
INOD,INNODATA INC,Industrials,Equity,"317,843.10",0.00,"317,843.10","8,595.00",36.98
LBRDA,LIBERTY BROADBAND CORP SERIES A,Communication,Equity,"313,849.68",0.00,"313,849.68","4,152.00",75.59
DESP,DESPEGAR COM CORP,Consumer Discretionary,Equity,"312,517.62",0.00,"312,517.62","16,431.00",19.02
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,"312,947.40",0.00,"312,947.40","5,970.00",52.42
CTS,CTS CORP,Information Technology,Equity,"310,351.10",0.00,"310,351.10","8,354.00",37.15
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,Equity,"310,640.40",0.00,"310,640.40","42,264.00",7.35
DHT,DHT HOLDINGS INC,Energy,Equity,"310,678.32",0.00,"310,678.32","31,573.00",9.84
USLM,UNITED STATES LIME AND MINERALS IN,Materials,Equity,"310,742.70",0.00,"310,742.70","3,455.00",89.94
PHR,PHREESIA INC,Health Care,Equity,"309,360.00",0.00,"309,360.00","12,890.00",24.00
EIG,EMPLOYERS HOLDINGS INC,Financials,Equity,"309,598.05",0.00,"309,598.05","6,511.00",47.55
NEO,NEOGENOMICS INC,Health Care,Equity,"308,580.80",0.00,"308,580.80","34,672.00",8.90
NGVT,INGEVITY CORP,Materials,Equity,"306,696.16",0.00,"306,696.16","9,808.00",31.27
LFST,LIFESTANCE HEALTH GROUP INC,Health Care,Equity,"306,985.65",0.00,"306,985.65","45,345.00",6.77
ASAN,ASANA INC CLASS A,Information Technology,Equity,"307,278.00",0.00,"307,278.00","19,850.00",15.48
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Equity,"305,415.00",0.00,"305,415.00","40,722.00",7.50
SDGR,SCHRODINGER INC,Health Care,Equity,"303,522.24",0.00,"303,522.24","15,792.00",19.22
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,"304,024.50",0.00,"304,024.50","31,182.00",9.75
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Financials,Equity,"302,337.34",0.00,"302,337.34","23,957.00",12.62
CERT,CERTARA INC,Health Care,Equity,"302,582.90",0.00,"302,582.90","28,790.00",10.51
PRA,PROASSURANCE CORP,Financials,Equity,"301,491.06",0.00,"301,491.06","13,029.00",23.14
JBLU,JETBLUE AIRWAYS CORP,Industrials,Equity,"299,388.15",0.00,"299,388.15","81,135.00",3.69
LENB,LENNAR CORP CLASS B,Consumer Discretionary,Equity,"299,971.58",0.00,"299,971.58","3,034.00",98.87
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,"300,474.24",0.00,"300,474.24","66,624.00",4.51
ACT,ENACT HOLDINGS INC,Financials,Equity,"298,160.72",0.00,"298,160.72","8,558.00",34.84
ACMR,ACM RESEARCH CLASS A INC,Information Technology,Equity,"296,930.40",0.00,"296,930.40","16,120.00",18.42
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Equity,"297,438.60",0.00,"297,438.60","6,780.00",43.87
STR,SITIO ROYALTIES CORP CLASS A,Energy,Equity,"295,397.10",0.00,"295,397.10","19,307.00",15.30
STBA,S AND T BANCORP INC,Financials,Equity,"293,918.66",0.00,"293,918.66","8,869.00",33.14
BFC,BANK FIRST CORP,Financials,Equity,"294,543.10",0.00,"294,543.10","2,965.00",99.34
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,"294,770.73",0.00,"294,770.73","26,773.00",11.01
SCL,STEPAN,Materials,Equity,"292,902.48",0.00,"292,902.48","6,156.00",47.58
JAMF,JAMF HOLDING CORP,Information Technology,Equity,"291,400.84",0.00,"291,400.84","26,276.00",11.09
NAVI,NAVIENT CORP,Financials,Equity,"291,723.90",0.00,"291,723.90","25,545.00",11.42
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Equity,"291,915.50",0.00,"291,915.50","34,343.00",8.50
KYMR,KYMERA THERAPEUTICS INC,Health Care,Equity,"292,208.00",0.00,"292,208.00","13,045.00",22.40
CRAI,CRA INTERNATIONAL INC,Industrials,Equity,"292,257.90",0.00,"292,257.90","1,749.00",167.10
PLAB,PHOTRONICS INC,Information Technology,Equity,"290,421.54",0.00,"290,421.54","16,371.00",17.74
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Equity,"290,794.57",0.00,"290,794.57","49,879.00",5.83
VITL,VITAL FARMS INC,Consumer Staples,Equity,"291,059.64",0.00,"291,059.64","8,796.00",33.09
EVH,EVOLENT HEALTH INC CLASS A,Health Care,Equity,"288,738.55",0.00,"288,738.55","29,195.00",9.89
SAFT,SAFETY INSURANCE GROUP INC,Financials,Equity,"288,761.97",0.00,"288,761.97","3,801.00",75.97
TFIN,TRIUMPH FINANCIAL INC,Financials,Equity,"289,227.84",0.00,"289,227.84","5,856.00",49.39
INMD,INMODE LTD,Health Care,Equity,"289,388.40",0.00,"289,388.40","20,524.00",14.10
THS,TREEHOUSE FOODS INC,Consumer Staples,Equity,"289,741.95",0.00,"289,741.95","13,383.00",21.65
OCUL,OCULAR THERAPEUTIX INC,Health Care,Equity,"288,308.27",0.00,"288,308.27","45,013.00",6.41
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,Equity,"285,852.05",0.00,"285,852.05","8,809.00",32.45
CNNE,CANNAE HOLDINGS INC,Financials,Equity,"284,645.79",0.00,"284,645.79","16,913.00",16.83
LMB,LIMBACH HOLDINGS INC,Industrials,Equity,"284,820.20",0.00,"284,820.20","3,668.00",77.65
APPN,APPIAN CORP CLASS A,Information Technology,Equity,"283,100.25",0.00,"283,100.25","10,389.00",27.25
HLIT,HARMONIC INC,Information Technology,Equity,"284,234.94",0.00,"284,234.94","32,373.00",8.78
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,"281,967.56",0.00,"281,967.56","15,316.00",18.41
LADR,LADDER CAPITAL CORP CLASS A,Financials,Equity,"282,267.45",0.00,"282,267.45","28,255.00",9.99
PCRX,PACIRA BIOSCIENCES INC,Health Care,Equity,"282,290.04",0.00,"282,290.04","11,916.00",23.69
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Equity,"282,956.52",0.00,"282,956.52","20,867.00",13.56
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,"281,019.44",0.00,"281,019.44","11,336.00",24.79
TNDM,TANDEM DIABETES CARE INC,Health Care,Equity,"281,449.68",0.00,"281,449.68","16,517.00",17.04
SPNT,SIRIUSPOINT LTD,Financials,Equity,"278,958.84",0.00,"278,958.84","17,678.00",15.78
AMWD,AMERICAN WOODMARK CORP,Industrials,Equity,"279,178.15",0.00,"279,178.15","4,801.00",58.15
ROG,ROGERS CORP,Information Technology,Equity,"279,629.49",0.00,"279,629.49","5,063.00",55.23
AZTA,AZENTA INC,Health Care,Equity,"279,705.43",0.00,"279,705.43","10,541.00",26.54
TPC,TUTOR PERINI CORP,Industrials,Equity,"277,828.60",0.00,"277,828.60","13,370.00",20.78
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,Equity,"278,839.26",0.00,"278,839.26","37,989.00",7.34
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Equity,"276,832.92",0.00,"276,832.92","7,028.00",39.39
VRNT,VERINT SYSTEMS INC,Information Technology,Equity,"276,950.44",0.00,"276,950.44","17,914.00",15.46
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,"277,092.48",0.00,"277,092.48","8,169.00",33.92
NN,NEXTNAV INC,Information Technology,Equity,"275,316.24",0.00,"275,316.24","23,097.00",11.92
SPT,SPROUT SOCIAL INC CLASS A,Information Technology,Equity,"273,534.08",0.00,"273,534.08","13,787.00",19.84
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,"273,590.93",0.00,"273,590.93","6,757.00",40.49
TILE,INTERFACE INC,Industrials,Equity,"273,812.18",0.00,"273,812.18","14,549.00",18.82
DRVN,DRIVEN BRANDS HOLDINGS INC,Industrials,Equity,"274,524.60",0.00,"274,524.60","17,115.00",16.04
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,"274,602.30",0.00,"274,602.30","9,030.00",30.41
PRG,PROG HOLDINGS INC,Financials,Equity,"272,227.62",0.00,"272,227.62","10,743.00",25.34
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,Equity,"272,533.29",0.00,"272,533.29","4,267.00",63.87
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Equity,"271,872.90",0.00,"271,872.90","3,669.00",74.10
SONO,SONOS INC,Consumer Discretionary,Equity,"269,422.92",0.00,"269,422.92","32,539.00",8.28
HOPE,HOPE BANCORP INC,Financials,Equity,"270,634.21",0.00,"270,634.21","29,513.00",9.17
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,Equity,"268,897.45",0.00,"268,897.45","15,445.00",17.41
BHLB,BERKSHIRE HILLS BANCORP INC,Financials,Equity,"267,096.54",0.00,"267,096.54","11,623.00",22.98
CSR,CENTERSPACE,Real Estate,Equity,"267,637.84",0.00,"267,637.84","4,702.00",56.92
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,Equity,"267,704.64",0.00,"267,704.64","39,024.00",6.86
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"265,656.04",0.00,"265,656.04","16,666.00",15.94
LZ,LEGALZOOM COM INC,Industrials,Equity,"265,855.08",0.00,"265,855.08","36,319.00",7.32
FA,FIRST ADVANTAGE CORP,Industrials,Equity,"263,973.21",0.00,"263,973.21","19,087.00",13.83
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Equity,"264,460.68",0.00,"264,460.68","6,501.00",40.68
UNIT,UNITI GROUP INC,Real Estate,Equity,"264,695.10",0.00,"264,695.10","62,135.00",4.26
ADNT,ADIENT PLC,Consumer Discretionary,Equity,"265,247.73",0.00,"265,247.73","25,047.00",10.59
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication,Equity,"265,267.40",0.00,"265,267.40","90,845.00",2.92
PEBO,PEOPLES BANCORP INC,Financials,Equity,"262,726.27",0.00,"262,726.27","9,727.00",27.01
UAA,UNDER ARMOUR INC CLASS A,Consumer Discretionary,Equity,"263,499.60",0.00,"263,499.60","50,673.00",5.20
TCBK,TRICO BANCSHARES,Financials,Equity,"263,613.70",0.00,"263,613.70","7,343.00",35.90
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,Equity,"261,272.95",0.00,"261,272.95","1,765.00",148.03
LQDA,LIQUIDIA CORP,Health Care,Equity,"261,453.78",0.00,"261,453.78","21,102.00",12.39
UMH,UMH PROPERTIES INC,Real Estate,Equity,"262,046.22",0.00,"262,046.22","15,682.00",16.71
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,Equity,"262,266.70",0.00,"262,266.70","23,230.00",11.29
SCS,STEELCASE INC CLASS A,Industrials,Equity,"259,844.50",0.00,"259,844.50","25,450.00",10.21
TWO,TWO HARBORS INVESTMENT CORP,Financials,Equity,"259,895.68",0.00,"259,895.68","24,244.00",10.72
VICR,VICOR CORP,Industrials,Equity,"258,770.70",0.00,"258,770.70","5,589.00",46.30
SFL,SFL LTD,Energy,Equity,"258,777.70",0.00,"258,777.70","35,449.00",7.30
WINA,WINMARK CORP,Consumer Discretionary,Equity,"258,951.48",0.00,"258,951.48",782.00,331.14
VSAT,VIASAT INC,Information Technology,Equity,"259,380.52",0.00,"259,380.52","31,402.00",8.26
FL,FOOT LOCKER INC,Consumer Discretionary,Equity,"259,781.92",0.00,"259,781.92","20,984.00",12.38
FLYW,FLYWIRE CORP,Financials,Equity,"257,963.54",0.00,"257,963.54","30,637.00",8.42
PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,Equity,"256,094.19",0.00,"256,094.19","16,137.00",15.87
UA,UNDER ARMOUR INC CLASS C,Consumer Discretionary,Equity,"256,813.62",0.00,"256,813.62","51,569.00",4.98
DOLE,DOLE PLC,Consumer Staples,Equity,"254,537.14",0.00,"254,537.14","18,967.00",13.42
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Equity,"253,735.78",0.00,"253,735.78","22,777.00",11.14
LEG,LEGGETT & PLATT INC,Consumer Discretionary,Equity,"254,356.10",0.00,"254,356.10","36,598.00",6.95
FIHL,FIDELIS INSURANCE HOLDINGS LTD,Financials,Equity,"252,231.04",0.00,"252,231.04","16,252.00",15.52
VBTX,VERITEX HOLDINGS INC,Financials,Equity,"252,753.52",0.00,"252,753.52","12,013.00",21.04
IDT,IDT CORP CLASS B,Communication,Equity,"252,868.28",0.00,"252,868.28","5,299.00",47.72
AORT,ARTIVION INC,Health Care,Equity,"250,406.26",0.00,"250,406.26","10,642.00",23.53
HUT,HUT CORP,Information Technology,Equity,"251,409.09",0.00,"251,409.09","21,433.00",11.73
TALO,TALOS ENERGY INC,Energy,Equity,"247,826.15",0.00,"247,826.15","36,179.00",6.85
